depth,Kanaldurchmesser_unten_um,Vol_%,gs_phi,Vol_clr_mean,Vol_clr_median,Vol_clr_std
40.0,0.868632,0.546373,10.168967277562471,0.9188001626542452,0.9188001626542452,0.12276251583520374
40.0,0.953552,0.594704,10.03440076445499,1.0036707025356701,1.0036707025356701,0.12291614156925026
40.0,1.04677,0.649117,9.899839801620729,1.0913322687535638,1.0913322687535638,0.12307508670361726
40.0,1.14911,0.710683,9.765267376270275,1.1820576118730686,1.1820576118730686,0.12323325440949498
40.0,1.26145,0.780375,9.630701261210834,1.2756469367125134,1.2756469367125134,0.12329156374352691
40.0,1.38477,0.858907,9.496137909408768,1.37148587696099,1.37148587696099,0.12322490186290637
40.0,1.52015,0.947047,9.36157059679652,1.4690829801021064,1.4690829801021064,0.12309625293824235
40.0,1.66876,1.04535,9.227007802524259,1.5677778341822153,1.5677778341822153,0.12300650679542463
40.0,1.8319,1.15424,9.092443533105898,1.6668045798937463,1.6668045798937463,0.12291654096183723
40.0,2.011,1.27384,8.957871203018822,1.765310580706955,1.765310580706955,0.12279231500031944
40.0,2.2076,1.40372,8.823305494019841,1.8622864485012642,1.8622864485012642,0.12263105625124028
40.0,2.42342,1.54307,8.688739826464873,1.9568443194059282,1.9568443194059282,0.12250347707338038
40.0,2.66033,1.69064,8.554179069073188,2.0481589932476965,2.0481589932476965,0.12247725315830109
40.0,2.92042,1.84512,8.419608419548556,2.1356092589835405,2.1356092589835405,0.12249578668125258
40.0,3.20592,2.00472,8.285045859495044,2.2185785884660456,2.2185785884660456,0.1225088616184099
40.0,3.51934,2.16712,8.150479386482726,2.296474462718388,2.296474462718388,0.12251052652813638
40.0,3.8634,2.3293,8.015913228852217,2.3686913942372247,2.3686913942372247,0.12257874165767067
40.0,4.2411,2.48803,7.881345784325423,2.4347325646499742,2.4347325646499742,0.12274523841459924
40.0,4.65572,2.64029,7.746779989035808,2.494295490675343,2.494295490675343,0.12297914806113491
40.0,5.11087,2.78333,7.612215389223115,2.5472053763748708,2.5472053763748708,0.12319211832893275
40.0,5.61052,2.91449,7.4776497942817235,2.593394852165013,2.593394852165013,0.12339389973701015
40.0,6.15902,3.03099,7.343083471666689,2.6327964521676073,2.6327964521676073,0.12368685202706875
40.0,6.76114,3.13107,7.2085177639409865,2.6655815084094927,2.6655815084094927,0.12411048804659912
40.0,7.42212,3.21358,7.073952958107196,2.6919410270336277,2.6919410270336277,0.12460367706490273
40.0,8.14773,3.27725,6.939386111687087,2.7118554602970404,2.7118554602970404,0.12502137587524556
40.0,8.94427,3.31946,6.804820545297883,2.724903972505139,2.724903972505139,0.1253764130685179
40.0,9.81869,3.33634,6.670253730241701,2.7303328157792524,2.7303328157792524,0.1258806715654662
40.0,10.7786,3.32522,6.535686386844111,2.727633597066263,2.727633597066263,0.12678483730096576
40.0,11.8323,3.28544,6.401125653199968,2.7164784148986767,2.7164784148986767,0.12802944428237567
40.0,12.9891,3.21475,6.266554718228267,2.6956478555998875,2.6956478555998875,0.12933113122097106
40.0,14.2589,3.10101,6.131993500121705,2.6605761238532635,2.6605761238532635,0.13067463062975332
40.0,15.6529,2.92238,5.997426220921714,2.602644919127831,2.602644919127831,0.1326521358746306
40.0,17.1832,2.65979,5.86285745747583,2.5110831099232733,2.5110831099232733,0.13631405984574274
40.0,18.863,2.32048,5.728297047116338,2.378591188697608,2.378591188697608,0.14194431309622096
40.0,20.7071,1.95376,5.593730669464664,2.2103500599973707,2.2103500599973707,0.14728609615853766
40.0,22.7315,1.63449,5.459163302312336,2.031368934899601,2.031368934899601,0.14649946379340706
40.0,24.9538,1.4261,5.324596661838943,1.8852451677084563,1.8852451677084563,0.1327301376798863
40.0,27.3934,1.348,5.190027848933399,1.8106958790203191,1.8106958790203191,0.10695205733524397
40.0,30.0714,1.37034,5.055464154385576,1.8095524028246084,1.8095524028246084,0.08208969085044777
40.0,33.0113,1.42342,4.920896236109048,1.8425082914315318,1.8425082914315318,0.07495123037506309
40.0,36.2385,1.42152,4.78633294982513,1.855861417283751,1.855861417283751,0.09572437417286049
40.0,39.7813,1.30865,4.651765767476664,1.8089874115614024,1.8089874115614024,0.14643332703549108
40.0,43.6704,1.09275,4.517200444198726,1.6818539717419134,1.6818539717419134,0.22162024127538876
40.0,47.9397,0.839419,4.382635308945094,1.4738383670793622,1.4738383670793622,0.30043032301214245
40.0,52.6264,0.625549,4.248069481620558,1.201410631677879,1.201410631677879,0.33105170420189334
40.0,57.7713,0.492347,4.113503230453252,0.8873020899641233,0.8873020899641233,0.2254628002622934
40.0,63.4192,0.436209,3.978936511060696,0.5204752414774689,0.5204752414774689,0.1221008052193612
40.0,69.6192,0.427696,3.844370953746222,0.11017342109472095,0.11017342109472095,0.6744827188459267
40.0,76.4253,0.433762,3.7098058794938464,-0.1617000045272432,-0.1617000045272432,1.0788866461950612
40.0,83.8969,0.438667,3.575238685870684,0.06047147573568523,0.06047147573568523,0.7805909723816445
40.0,92.0988,0.453073,3.440673830910096,0.5071006297125891,0.5071006297125891,0.19465899196140887
40.0,101.103,0.50282,3.3061022883397184,0.8924107704803617,0.8924107704803617,0.20292049034335452
40.0,110.987,0.602734,3.171537392491127,1.1573017951166564,1.1573017951166564,0.3212156450885308
40.0,121.837,0.741745,3.036975771081558,1.2992125883030932,1.2992125883030932,0.2284167140287206
40.0,133.748,0.871354,2.9024107765448304,1.2963929426283096,1.2963929426283096,0.003319786562035377
40.0,146.824,0.924473,2.7678402830350213,1.1080918110724598,1.1080918110724598,0.35330462603941426
40.0,161.177,0.857226,2.6332822092929886,0.680996082461848,0.680996082461848,0.8505046062832746
40.0,176.935,0.676024,2.4987086351467758,-0.06731110800655538,-0.06731110800655538,1.5729332238279303
40.0,194.232,0.435004,2.3641471884756617,-1.2660756296916196,-1.2660756296916196,2.644753194908784
40.0,213.221,0.208722,2.2295785596802196,-3.2086155871632918,-3.2086155871632918,4.353388985380997
40.0,234.066,0.0,2.0950127084673085,-7.617054320572999,-7.617054320572999,0.10511324495771156
40.0,256.948,0.0,1.960451672171464,-7.617054320572999,-7.617054320572999,0.10511324495771156
40.0,282.068,0.0,1.8258850902894332,-7.617054320572999,-7.617054320572999,0.10511324495771156
40.0,309.644,0.0,1.6913176037943332,-7.617054320572999,-7.617054320572999,0.10511324495771156
50.0,0.0439105,0.000420826,14.47507451220161,-7.279738761248913,-7.279738761248913,0.8766939827050758
50.0,0.0482033,0.00068147,14.340508557635813,-6.702390784671293,-6.702390784671293,0.7418979433007493
50.0,0.0529158,0.00134163,14.205941916970517,-5.983292402821853,-5.983292402821853,0.682911039249815
50.0,0.0580889,0.00278393,14.071377963903002,-5.266412154144611,-5.266412154144611,0.7014344893322236
50.0,0.0637679,0.00533554,13.936810103188618,-4.623785201806415,-4.623785201806415,0.7126061360973514
50.0,0.070002,0.00886278,13.80224433310974,-4.084255086073712,-4.084255086073712,0.6672668331332372
50.0,0.0768455,0.0127882,13.6676796949081,-3.6561088694801254,-3.6561088694801254,0.5803155654531512
50.0,0.0843581,0.0170575,13.533113872802678,-3.3076402868325316,-3.3076402868325316,0.4948949963330569
50.0,0.0926052,0.0219953,13.398547267953667,-3.0027614936234097,-3.0027614936234097,0.42327923745091567
50.0,0.101658,0.0279204,13.263988626676865,-2.7190752067127124,-2.7190752067127124,0.35941692154016747
50.0,0.111597,0.0344488,13.129414135028378,-2.4672038038873993,-2.4672038038873993,0.3003666555636309
50.0,0.122507,0.0413188,12.994848192960312,-2.2502878605400807,-2.2502878605400807,0.25076664345991345
50.0,0.134483,0.0488535,12.86028856636446,-2.053848995471667,-2.053848995471667,0.20985281797048186
50.0,0.147631,0.0576228,12.725716684910308,-1.860529283306224,-1.860529283306224,0.16993322728548305
50.0,0.162064,0.0676435,12.591148725396932,-1.6729593495623098,-1.6729593495623098,0.13141430770943163
50.0,0.177907,0.078917,12.456589102971321,-1.4937901519534194,-1.4937901519534194,0.09602531379475367
50.0,0.1953,0.09187,12.322020430324745,-1.3195627511730819,-1.3195627511730819,0.06455972140767337
50.0,0.214393,0.107428,12.187454577439166,-1.1414946273901942,-1.1414946273901942,0.03398187530282126
50.0,0.235353,0.125757,12.052886136645343,-0.9631569670048932,-0.9631569670048932,0.004556273348758668
50.0,0.258361,0.146234,11.918324070171769,-0.7933027905976826,-0.7933027905976826,0.02231034981118643
50.0,0.283619,0.168246,11.783758195746348,-0.6369162047865906,-0.6369162047865906,0.04517460534146416
50.0,0.311346,0.191183,11.64919363515756,-0.4953311740899262,-0.4953311740899262,0.06466408080605904
50.0,0.341784,0.215109,11.514627518114517,-0.36530642456782525,-0.36530642456782525,0.08179156136806426
50.0,0.375198,0.24027,11.38006024198873,-0.2433963145571134,-0.2433963145571134,0.0977604301584621
50.0,0.411878,0.267438,11.24549531121787,-0.1258914753550444,-0.1258914753550444,0.11244048515293281
50.0,0.452145,0.296918,11.110926869665022,-0.01161387051685514,-0.01161387051685514,0.12617159686327545
50.0,0.496347,0.328648,10.97636330702916,0.0989469718563405,0.0989469718563405,0.13894135078054495
50.0,0.544872,0.362647,10.841795024254486,0.2060176492667649,0.2060176492667649,0.15114323809593438
50.0,0.59814,0.399202,10.707229179964555,0.31007410487846876,0.31007410487846876,0.16248354866354467
50.0,0.656615,0.438895,10.572664671706132,0.4122575378685709,0.4122575378685709,0.17293569410875761
50.0,0.720807,0.48208,10.438099357831614,0.5128099203232339,0.5128099203232339,0.1824144768946719
50.0,0.791275,0.528995,10.30353320294686,0.6117402898221194,0.6117402898221194,0.19098668271189753
50.0,0.868632,0.58007,10.168967277562471,0.7092548027144963,0.7092548027144963,0.19854523983388062
50.0,0.953552,0.636303,10.03440076445499,0.806263617285595,0.806263617285595,0.20488478517381029
50.0,1.04677,0.698796,9.899839801620729,0.9034259981870654,0.9034259981870654,0.20980397394950054
50.0,1.14911,0.767974,9.765267376270275,1.000186212554734,1.000186212554734,0.21314602944616426
50.0,1.26145,0.843787,9.630701261210834,1.0955823884933307,1.0955823884933307,0.21491657005292997
50.0,1.38477,0.926485,9.496137909408768,1.189163329561858,1.189163329561858,0.21503420223485115
50.0,1.52015,1.01666,9.36157059679652,1.2809473337914548,1.2809473337914548,0.2134839927018146
50.0,1.66876,1.11476,9.227007802524259,1.370723230064883,1.370723230064883,0.210174033947903
50.0,1.8319,1.22055,9.092443533105898,1.4578497781071862,1.4578497781071862,0.20517352515066947
50.0,2.011,1.3338,8.957871203018822,1.5418527032434488,1.5418527032434488,0.19848781745142427
50.0,2.2076,1.45425,8.823305494019841,1.62242537326648,1.62242537326648,0.1901642901904387
50.0,2.42342,1.58175,8.688739826464873,1.6994230070314442,1.6994230070314442,0.180202723340043
50.0,2.66033,1.71557,8.554179069073188,1.772454834770771,1.772454834770771,0.16863200962665983
50.0,2.92042,1.85443,8.419608419548556,1.841032115518165,1.841032115518165,0.15554388234987948
50.0,3.20592,1.99693,8.285045859495044,1.904790471969152,1.904790471969152,0.14101245109942193
50.0,3.51934,2.14184,8.150479386482726,1.9636199708140547,1.9636199708140547,0.1251382254468919
50.0,3.8634,2.28775,8.015913228852217,2.0174060100835494,2.0174060100835494,0.10800150695414044
50.0,4.2411,2.43245,7.881345784325423,2.065795623938886,2.065795623938886,0.08970078553865432
50.0,4.65572,2.57348,7.746779989035808,2.1084719133647223,2.1084719133647223,0.07034897104734911
50.0,5.11087,2.70864,7.612215389223115,2.145334227726991,2.145334227726991,0.050089964398579316
50.0,5.61052,2.83649,7.4776497942817235,2.1766035491044615,2.1766035491044615,0.02908693145135703
50.0,6.15902,2.95534,7.343083471666689,2.202387331912262,2.202387331912262,0.007502428583536452
50.0,6.76114,3.06301,7.2085177639409865,2.222599929410299,2.222599929410299,0.014519410371712572
50.0,7.42212,3.15655,7.073952958107196,2.236893371482033,2.236893371482033,0.0368471899369597
50.0,8.14773,3.23273,6.939386111687087,2.2448904784804906,2.2448904784804906,0.05926277961197537
50.0,8.94427,3.28791,6.804820545297883,2.246162792818088,2.246162792818088,0.08139919400351484
50.0,9.81869,3.31677,6.670253730241701,2.2398326926533976,2.2398326926533976,0.1027105628166189
50.0,10.7786,3.3126,6.535686386844111,2.2246160516116493,2.2246160516116493,0.1224510081822917
50.0,11.8323,3.26852,6.401125653199968,2.1990301201096067,2.1990301201096067,0.13969003820889567
50.0,12.9891,3.17933,6.266554718228267,2.1616681339898047,2.1616681339898047,0.15340110148891972
50.0,14.2589,3.03979,6.131993500121705,2.109976704611956,2.109976704611956,0.16303102001632885
50.0,15.6529,2.84453,5.997426220921714,2.0392934129180915,2.0392934129180915,0.16910182791314884
50.0,17.1832,2.59183,5.86285745747583,1.9431397293199857,1.9431397293199857,0.17351420490987704
50.0,18.863,2.2929,5.728297047116338,1.8167894636030633,1.8167894636030633,0.1788931205610035
50.0,20.7071,1.98029,5.593730669464664,1.6647441076164233,1.6647441076164233,0.18663065444613663
50.0,22.7315,1.70192,5.459163302312336,1.5077537188805565,1.5077537188805565,0.1944146494176438
50.0,24.9538,1.50186,5.324596661838943,1.3822427637625934,1.3822427637625934,0.19506274041613794
50.0,27.3934,1.39888,5.190027848933399,1.3209618322369296,1.3209618322369296,0.1812720482230228
50.0,30.0714,1.37755,5.055464154385576,1.3251435181298565,1.3251435181298565,0.1536283544604947
50.0,33.0113,1.39275,4.920896236109048,1.359158499873963,1.359158499873963,0.12104299187424318
50.0,36.2385,1.38513,4.78633294982513,1.3733447609989393,1.3733447609989393,0.09322191376153471
50.0,39.7813,1.30983,4.651765767476664,1.330333919371875,1.330333919371875,0.07499864258606816
50.0,43.6704,1.16041,4.517200444198726,1.215287510648892,1.215287510648892,0.06640367745149466
50.0,47.9397,0.968517,4.382635308945094,1.03710845651921,1.03710845651921,0.06274994330932472
50.0,52.6264,0.779385,4.248069481620558,0.8262330918135752,0.8262330918135752,0.053719449007404406
50.0,57.7713,0.624099,4.113503230453252,0.6235540049075237,0.6235540049075237,0.026118171339412518
50.0,63.4192,0.509955,3.978936511060696,0.45787977311344186,0.45787977311344186,0.025235163506400902
50.0,69.6192,0.430474,3.844370953746222,0.3317253733690748,0.3317253733690748,0.08644396645412522
50.0,76.4253,0.382296,3.7098058794938464,0.24070972078713604,0.24070972078713604,0.12558387806047486
50.0,83.8969,0.371973,3.575238685870684,0.20494090755577243,0.20494090755577243,0.1137116873416802
50.0,92.0988,0.411137,3.440673830910096,0.2619949777704864,0.2619949777704864,0.05282816561174108
50.0,101.103,0.505662,3.3061022883397184,0.41995892396954737,0.41995892396954737,0.016437219355008203
50.0,110.987,0.639454,3.171537392491127,0.6328306102827703,0.6328306102827703,0.04737248911532286
50.0,121.837,0.769508,3.036975771081558,0.8309501041080587,0.8309501041080587,0.02901199276593878
50.0,133.748,0.839826,2.9024107765448304,0.960630382690963,0.960630382690963,0.030720004960096085
50.0,146.824,0.811607,2.7678402830350213,0.9914684238280023,0.9914684238280023,0.1226672716773702
50.0,161.177,0.685973,2.6332822092929886,0.9067728872323113,0.9067728872323113,0.24072925344248505
50.0,176.935,0.498042,2.4987086351467758,0.6900269886018933,0.6900269886018933,0.38697019137966093
